,total_num,average_revenue,rating,voting_total
Stacy Peralta,2.0,3166000.0,7.3226666666666675,75.0
Gillian Robespierre,1.0,3123963.0,6.7,187.0
Darren Stein,2.0,3076820.0,5.835164835164835,91.0
Sergey Bondarchuk,1.0,3052000.0,7.0,31.0
Émile Gaudreault,1.0,3031801.0,5.6,28.0
Floria Sigismondi,1.0,2995811.0,6.3,254.0
Vincente Minnelli,1.0,2956000.0,6.6,17.0
William A. Fraker,1.0,2945600.0,3.7,14.0
John Turturro,2.0,2945242.0,6.0525,40.0
David Boyd,1.0,2861020.0,6.3,24.0
Susanne Bier,1.0,2849142.0,6.7,90.0
William A. Graham,1.0,2807854.0,5.1,153.0
Howard Deutch,3.0,2776289.0,5.642368045649073,701.0
Edward Dmytryk,1.0,2620000.0,5.400000000000001,12.0
Dan Rush,1.0,2614773.0,6.0,208.0
Danny Cannon,2.0,2612985.0,5.683333333333333,612.0
David M. Matthews,1.0,2592808.0,4.3,4.0
Lijun Sun,1.0,2570000.0,3.0,3.0
Roger Vadim,1.0,2500000.0,5.7,146.0
Ol Parker,2.0,2455831.0,7.2031021897810215,548.0
Zal Batmanglij,2.0,2401510.0,6.447699757869249,413.0
Robert Marcarelli,1.0,2400000.0,4.4,17.0
Andrea Arnold,1.0,2357852.0,6.9,250.0
Alex Cox,1.0,2300000.0,6.7,144.0
Steve Rash,2.0,2297493.0,4.900000000000001,18.0
David Evans ,1.0,2295733.0,6.5,10.0
Lloyd Bacon,1.0,2281000.0,6.1,37.0
Max Mayer,1.0,2277396.0,6.9,150.0
Lowell Sherman,1.0,2200000.0,5.1,27.0
Allan Arkush,1.0,2154696.0,3.7999999999999994,6.0
Emile Ardolino,1.0,2119994.0,5.6,5.0
David Atkins,1.0,2025238.0,6.0,44.0
Sterling Van Wagenen,1.0,2025032.0,8.0,6.0
Brian Koppelman,2.0,2024782.0,5.8535911602209945,181.0
David Levien,2.0,2024782.0,5.8535911602209945,181.0
Charles Binamé,1.0,2019009.0,6.1,17.0
Mike Cahill,2.0,2013407.0,7.267987421383648,1590.0
Noel Marshall,1.0,2000000.0,5.6,19.0
Mark Illsley,1.0,1943649.0,5.5,39.0
Christian Volckman,1.0,1831348.0,6.699999999999999,77.0
Pan Nalin,2.0,1774000.0,4.8500000000000005,6.0
Henry Alex Rubin,1.0,1750211.0,6.9,23.0
Dana Adam Shapiro,1.0,1750211.0,6.9,23.0
Greg Berlanti,1.0,1744858.0,6.3,25.0
Kenneth Johnson,1.0,1686429.0,4.3,48.0
Chris Paine,1.0,1678874.0,7.2,59.0
Eric Blakeney,1.0,1631839.0,5.400000000000001,24.0
Oren Moverman,1.0,1521261.0,7.1,119.0
David Winning,1.0,1500000.0,2.6,9.0
Marielle Heller,1.0,1477002.0,6.8,279.0
Bob Gosse,1.0,1429299.0,5.7,20.0
Gavin Wiesen,1.0,1406224.0,6.5,415.0
Jeff Burr,1.0,1400000.0,6.8,15.0
Aleksey German,1.0,1310673.0,6.699999999999999,41.0
Joshua Seftel,1.0,1296184.0,5.6,86.0
Jamie Travis,1.0,1243961.0,5.8,110.0
Wayne Beach,1.0,1237615.0,5.5,16.0
Abel Ferrara,1.0,1227324.0,7.3,31.0
Preston A. Whitmore II,2.0,1200000.0,6.356410256410256,39.0
Jon Hess,1.0,1200000.0,4.5,10.0
Cristian Mungiu,1.0,1185783.0,7.3,156.0
Jonathan Caouette,1.0,1162014.0,7.5,22.0
Christian Duguay,2.0,1158580.0,5.4969325153374236,163.0
Ralph Fiennes,1.0,1072602.0,5.9,131.0
James Toback,2.0,1057193.0,5.1692307692307695,39.0
Meiert Avis,1.0,1046166.0,4.5,12.0
Hans Canosa,1.0,973525.0,6.2,38.0
Majid Majidi,1.0,900000.0,7.8,112.0
David Webb Peoples,1.0,882290.0,5.9,31.0
Vincent Gallo,2.0,875097.0,6.664912280701754,228.0
Sylvio Tabet,1.0,869325.0,4.6,17.0
Dave McKean,1.0,866999.0,6.6,102.0
Richard Ayoade,1.0,864659.0,7.4,443.0
David Jacobson,1.0,852872.0,5.9,63.0
Richard Dutcher,1.0,852206.0,7.3,4.0
James Manera,1.0,846704.0,3.9,15.0
Joseph Dorman,1.0,845188.0,7.0,2.0
Vera Farmiga,1.0,841733.0,5.3,14.0
C. Jay Cox,2.0,819939.0,6.28955223880597,67.0
Ralph Nelson,1.0,814666.0,6.6,28.0
Jerry Jameson,2.0,801508.0,5.525663716814159,113.0
Robert Towne,1.0,777423.0,6.2,19.0
Marc Forby,1.0,771499.0,4.8,14.0
Gaspar Noé,2.0,755041.0,7.141837837837838,925.0
Michael Corrente,2.0,750407.0,5.675,48.0
Rebecca Miller,1.0,712294.0,6.5,43.0
Richard Williams,1.0,669276.0,6.799999999999999,26.0
John Gulager,1.0,658573.0,6.1,160.0
Fritz Lang,1.0,650422.0,8.0,657.0
Leos Carax,1.0,641100.0,6.9,228.0
Ham Tran,1.0,639000.0,5.0,1.0
Hou Hsiao-hsien,1.0,632542.0,6.6000000000000005,157.0
Bob Odenkirk,2.0,630045.0,5.26,115.0
Khalid Mohammed,1.0,623791.0,6.1,7.0
Mateo Gil,1.0,623528.0,6.6,73.0
Laurie Collyer,1.0,622806.0,6.300000000000001,41.0
Rich Cowan,1.0,619042.0,6.5,6.0
Jacob Aaron Estes,1.0,603943.0,6.900000000000001,106.0
William Eubank,1.0,600896.0,5.8,631.0
Steven R. Monroe,1.0,572809.0,6.3,519.0
Tim McCanlies,2.0,565592.0,6.911877394636015,261.0
Huck Botko,1.0,563706.0,4.6,19.0
Andrew Gurland,1.0,563706.0,4.6,19.0
Nacho Vigalondo,1.0,553198.0,7.0,308.0
Todd Solondz,3.0,552206.0,7.1415902140672785,327.0
Stewart Raffill,2.0,531826.0,5.503636363636363,55.0
Martin Koolhoven,1.0,530048.0,6.8,66.0
Barry W. Blaustein,1.0,500000.0,7.8,17.0
Tommy Lee Jones,2.0,479002.0,6.644137931034482,435.0
Andrew Haigh,1.0,469947.0,7.4,163.0
Anonymous,1.0,444575.0,7.5,210.0
Joshua Oppenheimer,1.0,444575.0,7.5,210.0
Christine Cynn,1.0,444575.0,7.5,210.0
Andrew Currie,1.0,426224.0,6.6,135.0
Shane Carruth,1.0,424760.0,6.8999999999999995,658.0
Henry Bean,1.0,416925.0,6.8,151.0
Lena Dunham,1.0,416498.0,5.6,59.0
John Herzfeld,1.0,413454.0,5.8,103.0
Rick Bieber,1.0,399611.0,4.7,12.0
Spencer Susser,1.0,382946.0,6.7,212.0
Kelly Reichardt,3.0,376302.0,6.42316384180791,177.0
Sam Levinson,1.0,355688.0,6.2,37.0
Joe Swanberg,2.0,343341.0,5.8879227053140095,414.0
Qasim Basir,1.0,330048.0,4.5,3.0
Craig Zobel,1.0,319285.0,6.3,221.0
Udayan Prasad,1.0,317000.0,6.4,52.0
Stefan Schwartz,1.0,302204.0,7.0,23.0
Bobcat Goldthwait,1.0,295750.0,6.5,177.0
Sandra Fierlinger,1.0,246574.0,7.599999999999999,9.0
Paul Fierlinger,1.0,246574.0,7.599999999999999,9.0
John Maclean,1.0,229094.0,6.6,367.0
Remo D'Souza,1.0,222000.0,5.6,10.0
Nick Murphy ,2.0,209696.0,6.3,458.0
Victor Nunez,2.0,201437.0,6.189655172413793,29.0
Henry Hobson,1.0,187112.0,5.2,593.0
Bruce Campbell,1.0,173066.0,5.9,107.0
Ben Wheatley,2.0,150568.0,6.033050847457627,236.0
Lucky McKee,1.0,150277.0,6.3,152.0
Fernando León de Aranoa,1.0,146402.0,7.1,36.0
Robert Moresco,1.0,143451.0,6.3,24.0
Alan Metter,1.0,126247.0,4.1,178.0
Lance Mungia,1.0,124494.0,5.8,36.0
Floyd Mutrux,1.0,123509.0,8.5,2.0
Adam Rapp,1.0,113783.0,6.7,28.0
Hue Rhodes,1.0,111731.0,5.9,18.0
Brenna Sanchez,1.0,111300.0,6.900000000000001,6.0
Tom Putnam,1.0,111300.0,6.900000000000001,6.0
Yorgos Lanthimos,1.0,110197.0,6.9,332.0
张立 | Zhang Li,1.0,108348.0,5.0,41.0
Jackie Chan,1.0,108348.0,5.0,41.0
Alex Rivera,1.0,107559.0,6.0,40.0
Jon Avnet,3.0,105450.0,5.815176151761518,738.0
Eugene Jarecki,1.0,103735.0,6.6,36.0
Rachel Grady,1.0,103735.0,6.6,36.0
Heidi Ewing,1.0,103735.0,6.6,36.0
Kiyoshi Kurosawa,1.0,99000.0,7.4,63.0
Quentin Dupieux,1.0,98017.0,5.7,251.0
Conor McMahon,1.0,95000.0,5.5,92.0
Andrew Bujalski,2.0,76901.0,6.199999999999999,16.0
Lawrence Kasanoff,1.0,73706.0,2.3,28.0
Michael D. Sellers,1.0,71904.0,7.1,7.0
S.R. Bindler,1.0,69497.0,4.7,25.0
Michael Burke,1.0,62852.0,7.3,23.0
Brian Yuzna,1.0,54207.0,5.9,88.0
Claudia Llosa,1.0,53086.0,5.1,41.0
Kenneth Lonergan,2.0,46495.0,6.454022988505747,174.0
Stephen Milburn Anderson,1.0,46488.0,6.0,73.0
Arthur Hiller,1.0,45779.0,3.0,9.0
Alan Smithee,1.0,45779.0,3.0,9.0
Jonathan Silverman,1.0,45000.0,4.1,9.0
Jennifer Finnigan,1.0,45000.0,4.1,9.0
Peter Stebbings,1.0,44462.0,6.5,195.0
Jake Scott,1.0,42145.0,6.4,139.0
Jim Mickle,1.0,33245.0,6.2,285.0
Kate Barker-Froyland,1.0,32251.0,5.5,87.0
Bruce McDonald,1.0,32000.0,6.6,183.0
Franck Khalfoun,1.0,31081.0,6.0,316.0
Kat Coiro,1.0,30905.0,5.3,66.0
Jake Paltrow,1.0,20380.0,5.7,41.0
Kim Farrant,1.0,17472.0,5.1,83.0
Nick Tomnay,1.0,14870.0,6.2,135.0
Valerie Red-Horse,1.0,10508.0,0.0,0.0
Jennifer Wynne Farmer,1.0,10508.0,0.0,0.0
Eric Nicholas,1.0,10018.0,6.2,20.0
Hal Haberman,1.0,7202.0,6.6,32.0
Jeremy Passmore,1.0,7202.0,6.6,32.0
Jonathan Newman,1.0,6399.0,5.1,73.0
Robert Fontaine,1.0,3330.0,0.0,0.0
Boris Rodriguez,1.0,1632.0,6.1,30.0
Bill Plympton,1.0,203.0,7.5,12.0
Ashish R. Mohan,1.0,126.0,4.7,11.0
Stig Bergqvist,1.0,103.0,6.0,100.0
Cheryl Dunye,1.0,51.0,4.3,15.0
Frank Borzage,1.0,25.0,6.2,28.0
Gregory Widen,1.0,16.0,6.4,138.0
Kang Je-gyu,1.0,15.0,7.4,133.0
Andy Cadiff,1.0,12.0,6.1,152.0
Lance Rivera,1.0,12.0,4.6,10.0
Benedikt Erlingsson,1.0,11.0,6.9,26.0
Louis Morneau,1.0,10.0,4.1,35.0
Eric Styles,1.0,7.0,8.0,1.0
Rachel Perkins,1.0,7.0,5.2,6.0
Tony Maylam,1.0,5.0,5.7,63.0
Ben Stassen,2.0,0.0,5.911397058823529,272.0
Tsui Hark,1.0,0.0,4.7,64.0
Robert Hall,1.0,0.0,4.0,42.0
Regardt van den Bergh,1.0,0.0,6.0,9.0
Panos Cosmatos,1.0,0.0,5.7,77.0
Jeffrey St. Jules,1.0,0.0,6.6,8.0
Jeremy Degruson,1.0,0.0,6.3,121.0
Matthew R. Anderson,1.0,0.0,3.1,6.0
Kimble Rendall,1.0,0.0,5.3,191.0
D. Stevens,1.0,0.0,5.3,3.0
Moustapha Akkad,1.0,0.0,7.4,34.0
Edward Conna,1.0,0.0,3.1,6.0
Joe Marino,1.0,0.0,4.4,11.0
Robert Heath,1.0,0.0,5.7,117.0
Joel Anderson,1.0,0.0,6.1,90.0
Kevin King,1.0,0.0,3.5,34.0
Douglas Trumbull,1.0,0.0,6.3,177.0
Katie Aselton,1.0,0.0,4.9,78.0
Mona Lerche,1.0,0.0,4.1,7.0
Shimit Amin,1.0,0.0,7.0,27.0
John Gatins,1.0,0.0,6.3,67.0
Guy Maddin,1.0,0.0,6.9,8.0
Joe Charbanic,1.0,0.0,4.9,110.0
Tom Reeve,1.0,0.0,5.0,13.0
Anna Muylaert,1.0,0.0,7.8,165.0
Steve Taylor,1.0,0.0,5.8,25.0
Joseph Graham,1.0,0.0,5.0,2.0
Mauricio De la Orta,1.0,0.0,6.5,1.0
James David Pasternak,1.0,0.0,0.0,0.0
Sanjay Rawal,1.0,0.0,7.4,8.0
Laurent Bouhnik,1.0,0.0,4.1,140.0
Tom Sanchez,1.0,0.0,0.0,0.0
David Caffrey,1.0,0.0,6.0,11.0
Richard Schenkman,2.0,0.0,7.696075581395349,688.0
Adam Jay Epstein,1.0,0.0,3.9,44.0
Allison Burnett,1.0,0.0,5.5,155.0
Andrew Jacobson,1.0,0.0,3.9,44.0
Justin Thomas Ostensen,1.0,0.0,4.4,12.0
Blair Erickson,1.0,0.0,5.7,92.0
Jonathan Meyers,1.0,0.0,4.1,7.0
Ossie Davis,1.0,0.0,6.700000000000001,13.0
Jay Alaimo,1.0,0.0,4.2,26.0
Dylan Bank,1.0,0.0,2.0,1.0
Yuefeng Song,1.0,0.0,6.8,19.0
David Mirkin,1.0,0.0,5.7,254.0
Frank Whaley,1.0,0.0,8.0,1.0
Jeff Nathanson,1.0,0.0,5.9,15.0
Kief Davidson,1.0,0.0,6.4,55.0
Goran Dukic,1.0,0.0,6.7,160.0
Kyle Rankin,1.0,0.0,5.6,17.0
Efram Potelle,1.0,0.0,5.6,17.0
Jim Issa,1.0,0.0,5.0,6.0
Jason Connery,1.0,0.0,4.0,53.0
Paul Crowder,1.0,0.0,4.7,3.0
John Dower,1.0,0.0,4.7,3.0
Rohit Jagessar,1.0,0.0,2.7999999999999994,3.0
Anthony Powell,1.0,0.0,7.2,29.0
Robert Bennett,1.0,0.0,3.5,4.0
Daniel Junge,1.0,0.0,6.4,55.0
Michael Taliferro,1.0,0.0,5.0,4.0
Johnny Remo,1.0,0.0,4.7,5.0
Vivek Agnihotri,1.0,0.0,3.4,6.0
Jon Schroder,1.0,0.0,5.4,8.0
Randall Rubin,1.0,0.0,5.4,8.0
Nickolas Perry,1.0,0.0,5.2,7.0
David Cross,1.0,0.0,4.9,23.0
Dan Zukovic,1.0,0.0,6.0,3.0
Becky Smith,1.0,0.0,4.4,5.0
Katherine Brooks,1.0,0.0,6.4,55.0
Benjamin Dickinson,1.0,0.0,5.4,25.0
Yaron Shani,1.0,0.0,6.8,27.0
Scandar Copti,1.0,0.0,6.8,27.0
Mary Pat Kelly,1.0,0.0,5.5,3.0
Gia Coppola,1.0,0.0,6.4,348.0
Amat Escalante,1.0,0.0,6.2,32.0
Mikel Rueda,1.0,0.0,7.6,26.0
Ivan Passer,1.0,0.0,4.3,17.0
Kevin Hamedani,1.0,0.0,4.7,31.0
Andrew Steggall,1.0,0.0,7.5,12.0
Sergei Bodrov Jr.,1.0,0.0,4.3,17.0
Robert Kenner,1.0,0.0,7.400000000000001,217.0
Charlie Levi,1.0,0.0,4.5,2.0
Raymond Yip Wai-Man,1.0,0.0,6.3,83.0
Peter Chan,1.0,0.0,6.3,83.0
Jason Maurer,1.0,0.0,5.4,15.0
Marc F. Adler,1.0,0.0,5.4,15.0
Courtney Hunt,1.0,0.0,6.700000000000001,99.0
Lori Petty,1.0,0.0,6.1,47.0
Morgan Neville,1.0,0.0,7.4,85.0
Jean-Marie Poiré,3.0,0.0,6.261822660098523,812.0
Sarik Andreasyan,1.0,0.0,4.3,158.0
Claudia Sainte-Luce,1.0,0.0,5.7,17.0
Marc Levin,1.0,0.0,6.7,7.0
Richard Kwietniowski,2.0,0.0,6.822916666666667,48.0
William Phillips,1.0,0.0,6.7,27.0
Stefan C. Schaefer,1.0,0.0,5.7,3.0
Justin Tipping,1.0,0.0,7.5,18.0
Giovanni Zelko,1.0,0.0,0.0,0.0
Pascal Arnold,1.0,0.0,5.8,12.0
Brad Copeland,1.0,0.0,6.7,45.0
Paul Bunnell,1.0,0.0,6.6,8.0
Phil Morrison,1.0,0.0,5.3,36.0
Harald Reinl,1.0,0.0,6.3,12.0
Tanner Beard,1.0,0.0,3.9,8.0
Scott Dow,1.0,0.0,4.2,35.0
Derick Martini,1.0,0.0,4.4,24.0
Jerry Dugan,1.0,0.0,4.4,19.0
Tim Hunter,1.0,0.0,6.7,59.0
Daniel Taplitz,1.0,0.0,5.8,21.0
Jehane Noujaim,1.0,0.0,7.8,55.0
Jean-Marc Barr,1.0,0.0,5.8,12.0
Eric Bross,2.0,0.0,4.3076923076923075,13.0
Orson Welles,1.0,0.0,7.2,102.0
John Laing,1.0,0.0,5.8,27.0
Jamal Hill,1.0,0.0,6.9,21.0
Kris Isacsson,1.0,0.0,4.9,70.0
Carlos Carrera,1.0,0.0,6.2,36.0
Chen Kaige,1.0,0.0,5.0,29.0
Maggie Greenwald,1.0,0.0,5.6,9.0
Vijay Chandar,1.0,0.0,6.7,5.0
Jonathan Wacks,1.0,0.0,5.5,12.0
Khyentse Norbu,1.0,0.0,6.8,9.0
Tony Krantz,1.0,0.0,5.3,33.0
Mitchell Altieri,1.0,0.0,0.0,0.0
W.D. Hogan,1.0,0.0,4.2,22.0
Dave Payne,1.0,0.0,4.4,27.0
Josh Crook,1.0,0.0,5.8,2.0
Deryck Broom,1.0,0.0,5.8,2.0
Danny Provenzano,1.0,0.0,5.0,1.0
Kevin Tenney,1.0,0.0,5.9,58.0
Reinhard Klooss,1.0,0.0,5.5,90.0
Laurent Tirard,2.0,0.0,6.0025641025641026,351.0
David Sington,1.0,0.0,7.6,31.0
Dario Argento,1.0,0.0,6.0,35.0
Bob Giraldi,1.0,0.0,7.1000000000000005,19.0
Chatrichalerm Yukol,1.0,0.0,5.1,6.0
Na Hong-jin,1.0,0.0,7.2,250.0
David Duchovny,1.0,0.0,6.1,23.0
Mitchell Lichtenstein,1.0,0.0,5.2,210.0
Timothy Bjorklund,1.0,0.0,5.5,2.0
Scott Kalvert,1.0,0.0,5.5,34.0
Bill Muir,1.0,0.0,5.6,13.0
Jeff Crook,1.0,0.0,5.8,2.0
Noah Buschel,1.0,0.0,6.4,9.0
Hunter Richards,1.0,0.0,6.099999999999999,96.0
Aaron Hann,1.0,0.0,6.0,333.0
Mario Miscione,1.0,0.0,6.0,333.0
Phil Claydon,1.0,0.0,5.3,124.0
Ralph Ziman,1.0,0.0,6.8,16.0
John Simpson,1.0,0.0,6.9,18.0
Colin Minihan,1.0,0.0,6.1,381.0
Stuart Ortiz,1.0,0.0,6.1,381.0
Chris Shadley,1.0,0.0,5.2,84.0
Simon Napier-Bell,1.0,0.0,0.0,0.0
Simon Yin,1.0,0.0,3.5,2.0
Corey Grant,1.0,0.0,5.0,4.0
Luca Guadagnino,1.0,0.0,6.9,73.0
Richard Boddington,1.0,0.0,4.9,19.0
Mathieu Amalric,1.0,0.0,6.2,32.0
David Rodriguez,1.0,0.0,6.0,1.0
Nae Caranfil,1.0,0.0,6.4,13.0
Peter Lepeniotis,1.0,0.0,5.5,319.0
Frank Lotito,1.0,0.0,7.4,7.0
Timothy Woodward Jr.,1.0,0.0,4.2,13.0
Tara Subkoff,1.0,0.0,3.3,52.0
Russell Friedenberg,1.0,0.0,7.5,6.0
Lucrecia Martel,1.0,0.0,6.8,10.0
Forest Whitaker,1.0,0.0,5.8,81.0
Zak Penn,1.0,0.0,5.9,18.0
Alex Ranarivelo,1.0,0.0,5.3,6.0
Trevor Matthews,1.0,0.0,5.2,97.0
David Worth,1.0,0.0,0.0,0.0
Kriv Stenders,1.0,0.0,7.1,83.0
Robert M. Young,1.0,0.0,0.0,0.0
Steve Buscemi,2.0,0.0,6.598701298701299,77.0
Tom Brady,1.0,0.0,4.4,51.0
Rakesh Roshan,1.0,0.0,5.5,46.0
Lee Matthews,1.0,0.0,5.0,2.0
Sadyk Sher-Niyaz,1.0,0.0,0.0,0.0
Paul Donovan,1.0,0.0,2.8,10.0
Digby Cook,1.0,0.0,2.8,10.0
Jonathan Kesselman,1.0,0.0,5.9,18.0
Arjun Sablok,1.0,0.0,2.3,4.0
Tyler Oliver,1.0,0.0,5.0,66.0
Michael D. Olmos,1.0,0.0,5.9,10.0
David Ray,1.0,0.0,6.8,6.0
Robert Greenwald,2.0,0.0,7.120000000000001,30.0
Gerard Johnstone,1.0,0.0,6.5,358.0
James Mottern,1.0,0.0,6.8,16.0
Sally Potter,1.0,0.0,5.9,7.0
Brad J. Silverman,1.0,0.0,6.0,24.0
Nadine Labaki,1.0,0.0,6.799999999999999,52.0
Lluís Quílez,1.0,0.0,4.6,55.0
Eytan Fox,1.0,0.0,7.6,20.0
Romesh Sharma,1.0,0.0,0.0,0.0
François Truffaut,1.0,0.0,6.7,32.0
Adam Goldberg,1.0,0.0,6.5,2.0
Travis Zariwny,1.0,0.0,4.4,111.0
Christopher Roberts,1.0,0.0,4.0,72.0
Ellory Elkayem,1.0,0.0,5.4,295.0
Fabián Bielinsky,1.0,0.0,7.4,153.0
Dror Moreh,1.0,0.0,6.5,39.0
Anurag Basu,1.0,0.0,6.0,40.0
Martha Coolidge,1.0,0.0,5.9,278.0
Gerald Potterton,1.0,0.0,6.2,148.0
Simeon Rice,1.0,0.0,3.0,1.0
Jeff Garlin,1.0,0.0,5.7,12.0
John Putch,1.0,0.0,5.4,41.0
Adam Green,1.0,0.0,5.7,159.0
Harley Cokeliss,1.0,0.0,6.8,15.0
Pete Jones,1.0,0.0,6.4,9.0
Valeri Milev,1.0,0.0,4.9,34.0
Adam Carolla,1.0,0.0,6.6,8.0
Kevin Hench,1.0,0.0,6.6,8.0
Brian Dorton,1.0,0.0,5.0,2.0
Jorge Gaggero,1.0,0.0,7.8,3.0
Manuel Marín,1.0,0.0,5.0,2.0
Cary Bell,1.0,0.0,0.0,0.0
Marianna Palka,1.0,0.0,6.1,34.0
Ricki Stern,1.0,0.0,6.8,4.0
Anne Sundberg,1.0,0.0,6.8,4.0
Nadia Tass,1.0,0.0,4.6,9.0
James Kerwin,1.0,0.0,6.0,4.0
Darren Press,1.0,0.0,0.0,0.0
C. Fraser Press,1.0,0.0,0.0,0.0
Rania Attieh,1.0,0.0,6.5,4.0
Daniel Garcia,1.0,0.0,6.5,4.0
Sharon Greytak,1.0,0.0,0.0,0.0
Mel Smith,1.0,0.0,6.400000000000001,12.0
Dan Harris,1.0,0.0,6.3,29.0
Nicolae Constantin Tanase,1.0,0.0,0.0,0.0
Chris Marker,1.0,0.0,7.7,3.0
Sarah Smith,1.0,0.0,6.699999999999999,333.0
Ken Roht,1.0,0.0,5.0,1.0
Robinson Devor,1.0,0.0,4.9,4.0
Michel O. Scott,1.0,0.0,5.5,2.0
Pat Holden,1.0,0.0,5.8,49.0
Eric Bugbee,1.0,0.0,0.0,0.0
Bill Melendez,1.0,0.0,7.5,153.0
Dena Seidel,1.0,0.0,0.0,0.0
Deborah Anderson,1.0,0.0,7.2,11.0
Sara Newens,1.0,0.0,6.8,6.0
Mina T. Son,1.0,0.0,6.8,6.0
Sai Varadan,1.0,0.0,0.0,0.0
Carl Theodor Dreyer,1.0,0.0,7.8,65.0
Taylor Scott Olson,1.0,0.0,0.0,0.0
Jack Perez,1.0,0.0,5.7,45.0
Matt Cimber,1.0,0.0,5.0,12.0
Piyush Dinker Pandya,1.0,0.0,5.0,4.0
Emma-Kate Croghan,1.0,0.0,5.8,9.0
Kurt Voss,1.0,0.0,5.5,2.0
Michael Kang,1.0,0.0,7.0,3.0
Lori Silverbush,1.0,0.0,5.900000000000001,6.0
Michael Skolnik,1.0,0.0,5.900000000000001,6.0
Stuart Hazeldine,1.0,0.0,6.6,523.0
Hilary Brougher,1.0,0.0,4.8,3.0
Rachel Goldenberg,1.0,0.0,5.5,4.0
Corbin Bernsen,1.0,0.0,0.0,0.0
Jamin Winans,1.0,0.0,6.400000000000001,101.0
Tom Seidman ,1.0,0.0,5.7,7.0
Andrew Hyatt,1.0,0.0,4.2,14.0
Livingston Oden,1.0,0.0,0.0,0.0
Kristin Rizzo,1.0,0.0,0.0,0.0
Zoran Lisinac,1.0,0.0,7.7,3.0
James O'Brien,1.0,0.0,0.0,0.0
Rafa Lara,1.0,0.0,5.8,14.0
Jon Matthews,1.0,0.0,5.2,10.0
David Kellogg,1.0,0.0,4.3,318.0
Andrés Couturier,1.0,0.0,5.3,9.0
Lucile Hadzihalilovic,1.0,0.0,6.4,47.0
Henry Jaglom,1.0,0.0,8.0,1.0
Sherman Alexie,1.0,0.0,8.0,2.0
Justin Dillon,1.0,0.0,8.0,1.0
Stevan Mena,1.0,0.0,4.9,14.0
David Hewlett,1.0,0.0,5.900000000000001,24.0
Nathan Smith Jones,1.0,0.0,0.0,0.0
Bo Welch,1.0,0.0,4.9,366.0
Marcus Nispel,1.0,0.0,4.7,79.0
Patrick Meaney,1.0,0.0,5.7,3.0
Chad Hartigan,1.0,0.0,6.6,4.0
Malcolm Goodwin,1.0,0.0,6.8,2.0
Kevin Jordan,1.0,0.0,7.0,1.0
Kirk Loudon,1.0,0.0,2.0,1.0
Collin Joseph Neal,1.0,0.0,3.5,2.0
Bradley Rust Gray,1.0,0.0,6.4,15.0
Mike Bruce,1.0,0.0,0.0,0.0
Damir Catic,1.0,0.0,0.0,0.0
James Bidgood,1.0,0.0,6.0,9.0
Eric Eason,1.0,0.0,5.5,2.0
Joseph Mazzella,1.0,0.0,0.0,0.0
Jim Chuchu,1.0,0.0,0.0,0.0
Robert Townsend,1.0,0.0,5.7,19.0
Daryl Wein,1.0,0.0,5.599999999999999,12.0
Jafar Panahi,1.0,0.0,6.6,17.0
Ivan Kavanagh,1.0,0.0,2.0,1.0
Tadeo Garcia,1.0,0.0,6.0,2.0
Thomas L. Phillips,1.0,0.0,0.0,0.0
Ash Baron-Cohen,1.0,0.0,6.0,1.0
Claude Chabrol,2.0,0.0,5.933333333333334,15.0
Neill Dela Llana,1.0,0.0,7.5,2.0
Ian Gamazon,1.0,0.0,7.5,2.0
Scott Smith,1.0,0.0,7.0,6.0
Daniel Hsia,1.0,0.0,5.7,7.0
Brian Herzlinger,1.0,0.0,6.3,16.0
Jon Stewart,1.0,0.0,6.5,98.0
Dave Carroll,1.0,0.0,5.0,1.0
Andrew Leman,1.0,0.0,6.900000000000001,41.0
Jem Cohen,1.0,0.0,8.3,3.0
Jamaa Fanaka,1.0,0.0,4.9,8.0
Larry Blamire,1.0,0.0,6.5,30.0
Stephen Langford,1.0,0.0,0.0,0.0
E.L. Katz,1.0,0.0,6.3,155.0
Lisanne Pajot,1.0,0.0,7.4,203.0
James Swirsky,1.0,0.0,7.4,203.0
Dan Reed,1.0,0.0,5.2,40.0
John Reinhardt,1.0,0.0,7.0,2.0
Patrick Ryan Sims,1.0,0.0,5.0,1.0
László Benedek,1.0,0.0,7.3,6.0
Jason Miller,1.0,0.0,5.5,2.0
Sut Jhally,1.0,0.0,6.4,4.0
Julie Davis,1.0,0.0,6.0,1.0
Myles Berkowitz,1.0,0.0,3.7000000000000006,3.0
Brett Piper,1.0,0.0,3.2999999999999994,3.0
Brandon Trost,1.0,0.0,4.5,11.0
Jason Trost,2.0,0.0,4.3374999999999995,24.0
Joseph Green,1.0,0.0,4.4,32.0
Wade Gasque,1.0,0.0,6.4,4.0
Daniel Schechter,1.0,0.0,6.7,10.0
Matt Johnson,1.0,0.0,6.0,42.0
Bruno Barreto,1.0,0.0,6.0,2.0
Bigas Luna,1.0,0.0,5.3,3.0
Terron R. Parsons,1.0,0.0,5.1,6.0
Daniel Mellitz,1.0,0.0,5.0,1.0
Maria Maggenti,1.0,0.0,5.700000000000001,13.0
Herb Freed,1.0,0.0,5.0,22.0
Maryam Keshavarz,1.0,0.0,7.4,23.0
Michael Walker,1.0,0.0,4.8,4.0
Bill Benenson,1.0,0.0,0.0,0.0
Ryan Smith,1.0,0.0,5.6,63.0
